Date,Region,BBQ_Meals_Sold,Avg_Spend_£,Profit_Margin_pct,Age_Group,Income_Category
2026-05-01,Scotland,1152,4.21,21.53,35-44,High
2026-05-02,England,887,5.24,25.53,25-34,Low
2026-05-03,England,161,3.12,19.22,35-44,High
2026-05-04,Northern Ireland,266,8.49,21.42,55+,Medium
2026-05-05,Scotland,246,6.87,18.56,18-24,High
2026-05-06,England,155,7.98,21.09,35-44,Low
2026-05-07,Scotland,1160,5.64,23.78,35-44,Medium
2026-05-08,Northern Ireland,1191,4.93,25.33,25-34,Medium
2026-05-09,Northern Ireland,696,6.97,19.34,35-44,Low
2026-05-10,Northern Ireland,861,6.64,26.76,35-44,Medium
2026-05-11,Northern Ireland,433,7.65,29.58,18-24,Low
2026-05-12,Scotland,387,7.4,23.03,35-44,Medium
2026-05-13,Wales,686,3.51,20.06,45-54,Low
2026-05-14,Scotland,583,8.39,12.29,45-54,Medium
2026-05-15,Wales,541,2.0,30.76,18-24,Medium
2026-05-16,Scotland,535,2.58,30.92,18-24,Low
2026-05-17,Scotland,359,4.35,25.38,55+,Low
2026-05-18,England,180,6.11,14.51,18-24,Medium
2026-05-19,Northern Ireland,450,4.74,23.9,35-44,High
2026-05-20,Northern Ireland,1108,3.9,25.92,45-54,High
2026-05-21,Wales,404,6.75,19.38,35-44,High
2026-05-22,Wales,52,6.46,21.83,45-54,Low
2026-05-23,England,205,5.32,25.6,45-54,Medium
2026-05-24,Northern Ireland,1167,6.67,25.84,45-54,Low
2026-05-25,England,569,2.84,17.69,55+,High
2026-05-26,England,969,2.0,10.41,55+,High
2026-05-27,Scotland,137,3.26,23.8,55+,High
2026-05-28,England,521,5.5,26.79,25-34,Low
2026-05-29,Northern Ireland,770,4.33,25.19,35-44,Medium
2026-05-30,England,1124,6.79,24.02,35-44,Low
2026-05-31,England,402,2.75,33.8,55+,Medium
2026-06-01,Scotland,487,7.41,28.75,55+,Low
2026-06-02,Wales,695,5.24,25.64,45-54,High
2026-06-03,Wales,102,4.28,23.74,35-44,High
2026-06-04,Wales,317,4.0,26.0,18-24,High
2026-06-05,England,965,8.08,24.29,45-54,High
2026-06-06,England,611,3.3,20.78,35-44,High
2026-06-07,Wales,642,3.51,16.36,18-24,Medium
2026-06-08,Wales,400,7.66,23.87,35-44,Low
2026-06-09,Scotland,683,8.65,30.23,18-24,High
2026-06-10,Northern Ireland,887,3.24,22.72,55+,Low
2026-06-11,Scotland,55,7.49,25.96,25-34,Low
2026-06-12,Scotland,299,3.55,8.11,55+,Medium
2026-06-13,Northern Ireland,50,4.47,28.25,25-34,High
2026-06-14,Wales,1112,7.88,18.79,35-44,High
2026-06-15,England,467,2.0,23.82,45-54,Medium
2026-06-16,Northern Ireland,785,2.44,24.14,18-24,High
2026-06-17,Wales,882,9.37,24.78,55+,Low
2026-06-18,Scotland,65,7.34,16.01,25-34,Low
2026-06-19,England,710,7.48,25.67,55+,Low
2026-06-20,Northern Ireland,657,6.51,18.85,18-24,High
2026-06-21,Scotland,454,3.65,13.55,55+,High
2026-06-22,Wales,337,4.54,20.02,55+,Low
2026-06-23,Northern Ireland,105,6.9,24.81,55+,High
2026-06-24,Northern Ireland,175,2.0,21.58,18-24,High
2026-06-25,England,551,6.88,26.62,35-44,Medium
2026-06-26,Wales,174,5.58,17.53,45-54,Low
2026-06-27,Scotland,883,4.99,28.28,25-34,Medium
2026-06-28,Wales,979,7.41,29.54,45-54,Medium
2026-06-29,Scotland,940,5.08,12.17,45-54,High
2026-06-30,Northern Ireland,88,3.74,27.03,55+,Medium
2026-07-01,Wales,60,7.94,26.58,55+,Low
2026-07-02,England,348,4.77,23.44,35-44,High
2026-07-03,England,568,6.42,25.88,18-24,Low
2026-07-04,Wales,777,5.03,29.97,55+,High
2026-07-05,England,275,3.1,23.02,18-24,Medium
2026-07-06,Wales,732,6.02,30.07,35-44,Medium
2026-07-07,Wales,176,7.05,24.02,35-44,Medium
2026-07-08,England,568,5.3,29.6,35-44,Low
2026-07-09,England,493,4.9,25.36,45-54,Low
2026-07-10,Scotland,551,6.94,27.87,45-54,Medium
2026-07-11,Wales,950,4.29,23.09,25-34,High
2026-07-12,England,1175,6.1,22.49,25-34,High
2026-07-13,Scotland,63,2.0,22.27,25-34,High
2026-07-14,England,957,2.0,27.26,55+,Low
2026-07-15,England,862,7.19,19.9,25-34,Low
2026-07-16,Northern Ireland,516,7.45,22.15,25-34,High
2026-07-17,England,396,11.29,20.86,18-24,Low
2026-07-18,England,934,4.62,29.87,25-34,High
2026-07-19,Northern Ireland,177,3.72,26.68,45-54,High
2026-07-20,Scotland,387,4.27,26.6,55+,High
2026-07-21,Northern Ireland,581,5.36,22.17,18-24,High
2026-07-22,Wales,544,3.18,19.3,45-54,High
2026-07-23,Wales,626,4.25,24.43,25-34,Low
2026-07-24,Scotland,341,4.19,21.72,25-34,Medium
2026-07-25,England,1126,6.27,21.07,25-34,Low
2026-07-26,England,854,5.55,18.25,25-34,Low
2026-07-27,Scotland,763,5.03,15.11,35-44,Medium
2026-07-28,Scotland,1043,4.23,36.87,55+,Low
2026-07-29,England,715,8.57,23.32,25-34,High
2026-07-30,Wales,1040,9.81,23.83,45-54,Medium
2026-07-31,Northern Ireland,786,2.0,27.16,25-34,High
2026-08-01,Northern Ireland,1029,3.84,13.73,55+,High
2026-08-02,Scotland,430,6.05,25.04,18-24,High
2026-08-03,England,842,5.39,12.35,55+,Medium
2026-08-04,Wales,1001,5.12,27.66,55+,Low
2026-08-05,Wales,176,3.84,19.75,45-54,Medium
2026-08-06,Scotland,615,2.42,20.51,25-34,High
2026-08-07,Northern Ireland,286,4.45,15.28,18-24,Low
2026-08-08,England,1191,3.55,21.6,55+,Medium
2026-08-09,Northern Ireland,1083,5.56,25.83,35-44,Low
2026-08-10,England,848,3.83,12.86,18-24,Medium
2026-08-11,Northern Ireland,536,2.02,24.06,18-24,Low
2026-08-12,Scotland,1125,6.32,24.6,25-34,High
2026-08-13,England,1137,4.02,29.1,35-44,Medium
2026-08-14,Northern Ireland,928,5.52,28.86,55+,High
2026-08-15,Scotland,938,6.07,21.8,55+,Medium
2026-08-16,Northern Ireland,368,5.01,24.33,25-34,Medium
2026-08-17,Northern Ireland,567,6.67,20.32,18-24,High
2026-08-18,Scotland,781,5.79,12.27,25-34,Low
2026-08-19,England,1131,2.34,23.51,55+,High
2026-08-20,Scotland,1146,4.44,16.72,55+,High
2026-08-21,Wales,1038,4.92,20.31,55+,High
2026-08-22,Scotland,919,7.28,21.82,55+,Low
2026-08-23,Scotland,431,5.0,26.08,25-34,High
2026-08-24,Northern Ireland,957,3.51,31.98,35-44,Medium
2026-08-25,England,723,3.21,20.08,18-24,Low
2026-08-26,Northern Ireland,168,6.0,15.58,18-24,Medium
2026-08-27,Northern Ireland,57,9.3,31.03,35-44,Medium
2026-08-28,Wales,441,6.34,26.7,35-44,High
2026-08-29,Scotland,455,7.3,17.31,45-54,Medium
2026-08-30,Northern Ireland,1108,5.74,21.05,18-24,Low
2026-08-31,England,849,2.19,20.84,35-44,Medium
2026-09-01,Scotland,584,5.49,14.4,45-54,Low
2026-09-02,Scotland,1157,8.29,34.53,25-34,High
2026-09-03,Northern Ireland,173,4.13,22.08,25-34,High
2026-09-04,Northern Ireland,392,3.94,30.0,25-34,Medium
2026-09-05,England,911,2.0,28.01,45-54,Low
2026-09-06,Wales,198,4.21,14.18,35-44,Low
2026-09-07,Northern Ireland,160,3.15,17.58,45-54,Low
2026-09-08,Scotland,639,3.79,25.16,35-44,High
2026-09-09,Scotland,655,5.18,20.64,18-24,High
2026-09-10,Wales,291,3.64,25.85,18-24,Medium
2026-09-11,Northern Ireland,711,4.15,24.86,55+,High
2026-09-12,Scotland,1065,3.77,14.45,55+,Low
2026-09-13,Wales,379,3.39,24.02,45-54,High
2026-09-14,Northern Ireland,252,8.54,20.08,45-54,Medium
2026-09-15,Wales,1083,4.68,28.08,35-44,Low
2026-09-16,Northern Ireland,477,4.16,30.41,35-44,Low
2026-09-17,Scotland,1129,4.88,13.58,18-24,Low
2026-09-18,Northern Ireland,655,7.58,24.94,18-24,Medium
2026-09-19,Scotland,1065,6.11,26.42,45-54,Medium
2026-09-20,England,1183,3.49,30.45,35-44,High
2026-09-21,Scotland,517,2.7,17.81,55+,Medium
2026-09-22,England,1187,6.98,16.64,45-54,Medium
2026-09-23,Wales,760,4.9,23.33,55+,Low
2026-09-24,England,299,7.97,18.28,35-44,Low
2026-09-25,Wales,932,5.3,22.85,55+,Low
2026-09-26,England,64,4.59,29.85,45-54,Medium
2026-09-27,England,586,2.0,17.67,55+,Medium
2026-09-28,Wales,470,3.58,28.05,45-54,High
2026-09-29,Scotland,760,2.95,28.95,35-44,Low
2026-09-30,Scotland,1046,3.53,23.57,55+,Medium
2026-10-01,Wales,962,2.61,23.0,55+,Low
2026-10-02,Northern Ireland,813,3.47,23.18,18-24,Medium
2026-10-03,Wales,348,6.95,16.6,25-34,High
2026-10-04,Scotland,828,2.93,16.66,18-24,High
2026-10-05,Wales,1121,2.98,31.63,55+,High
2026-10-06,Northern Ireland,82,4.29,24.14,45-54,Low
2026-10-07,England,1110,8.66,27.34,45-54,Low
2026-10-08,Northern Ireland,650,6.27,20.82,55+,Medium
2026-10-09,Scotland,650,2.44,18.33,25-34,Medium
2026-10-10,Northern Ireland,491,7.34,16.07,45-54,High
2026-10-11,England,863,6.78,23.44,18-24,High
2026-10-12,Northern Ireland,925,3.64,22.01,55+,Low
2026-10-13,England,672,4.9,20.44,35-44,High
2026-10-14,Scotland,59,5.66,32.14,25-34,Medium
2026-10-15,Wales,961,6.93,23.85,25-34,High
2026-10-16,Wales,294,4.13,24.37,45-54,Low
2026-10-17,England,720,2.0,22.15,18-24,Medium
2026-10-18,Scotland,859,5.88,30.75,25-34,Medium
2026-10-19,England,95,8.25,35.55,25-34,High
2026-10-20,England,750,5.19,24.02,45-54,Medium
2026-10-21,Northern Ireland,749,7.55,15.83,18-24,Medium
2026-10-22,Scotland,423,3.62,27.89,45-54,Low
2026-10-23,Wales,905,6.24,19.12,55+,High
2026-10-24,Wales,147,4.4,26.97,18-24,Medium
2026-10-25,Northern Ireland,697,2.77,18.41,25-34,Low
2026-10-26,Northern Ireland,289,6.37,26.55,35-44,High
2026-10-27,Scotland,1096,5.28,23.52,35-44,High
2026-10-28,England,1192,4.78,21.46,45-54,Medium
2026-10-29,England,723,5.11,26.36,45-54,High
2026-10-30,Wales,895,3.22,28.07,45-54,High
2026-10-31,Scotland,1192,2.0,20.63,18-24,Low
2026-11-01,Wales,90,3.73,12.84,18-24,Medium
2026-11-02,Northern Ireland,131,7.14,24.09,25-34,High
2026-11-03,Northern Ireland,1015,6.96,19.93,18-24,High
2026-11-04,Northern Ireland,70,5.26,17.73,55+,Low
2026-11-05,Wales,1068,2.0,16.25,25-34,High
2026-11-06,Scotland,930,3.34,26.67,18-24,Medium
2026-11-07,Northern Ireland,970,5.08,22.96,35-44,Medium
2026-11-08,Northern Ireland,117,5.09,19.36,45-54,Medium
2026-11-09,England,1026,5.42,19.98,25-34,High
2026-11-10,Northern Ireland,540,7.28,26.23,55+,Medium
2026-11-11,Scotland,171,4.39,19.77,35-44,High
2026-11-12,Scotland,984,8.87,18.84,55+,Low
2026-11-13,Wales,197,3.98,24.49,55+,Medium
2026-11-14,England,493,2.0,26.45,25-34,Low
2026-11-15,England,811,3.36,19.82,25-34,High
2026-11-16,Wales,163,3.38,15.37,25-34,Low
2026-11-17,Scotland,878,5.17,33.04,35-44,Medium
2026-11-18,Northern Ireland,446,8.02,25.82,18-24,High
2026-11-19,Wales,280,6.14,36.69,25-34,High
2026-11-20,England,1098,3.63,20.84,35-44,High
2026-11-21,Wales,918,4.92,21.11,45-54,Low
2026-11-22,Wales,893,2.0,16.39,18-24,Low
2026-11-23,England,119,6.36,24.24,45-54,Medium
2026-11-24,Wales,512,5.39,14.25,35-44,Medium
2026-11-25,Wales,96,6.55,21.68,25-34,High
2026-11-26,Wales,722,2.0,25.64,55+,Medium
2026-11-27,Scotland,611,4.92,20.79,45-54,High
2026-11-28,Scotland,304,2.73,18.02,25-34,Medium
2026-11-29,Wales,639,4.26,16.55,55+,High
2026-11-30,England,962,4.25,20.91,18-24,High
2026-12-01,Scotland,402,4.43,25.93,25-34,Low
2026-12-02,Wales,1022,3.65,18.75,25-34,High
2026-12-03,Northern Ireland,777,3.93,22.17,25-34,Low
2026-12-04,Scotland,621,4.03,29.45,45-54,High
2026-12-05,Scotland,1149,4.75,17.18,45-54,Low
2026-12-06,Scotland,918,5.01,24.93,45-54,Medium
2026-12-07,Scotland,838,7.73,24.64,35-44,Low
2026-12-08,Northern Ireland,432,5.36,18.6,35-44,High
2026-12-09,Wales,1138,6.6,15.88,45-54,Low
2026-12-10,Wales,197,4.6,28.95,55+,Medium
2026-12-11,Scotland,1120,4.8,23.08,18-24,Low
2026-12-12,Wales,721,6.67,15.66,35-44,Medium
2026-12-13,England,605,6.35,19.08,25-34,Low
2026-12-14,Wales,968,4.91,18.78,55+,High
2026-12-15,England,869,3.67,20.82,25-34,Low
2026-12-16,Northern Ireland,260,5.0,27.72,45-54,High
2026-12-17,Wales,968,5.05,22.14,35-44,Low
2026-12-18,Northern Ireland,1107,3.14,22.45,35-44,Low
2026-12-19,Northern Ireland,340,7.61,20.03,35-44,Medium
2026-12-20,Wales,868,4.61,17.47,45-54,High
2026-12-21,Northern Ireland,214,2.76,21.8,55+,Medium
2026-12-22,England,332,2.23,22.71,45-54,High
2026-12-23,Northern Ireland,90,5.96,31.45,25-34,High
2026-12-24,Northern Ireland,513,4.19,21.77,45-54,High
2026-12-25,Northern Ireland,171,5.08,28.43,18-24,High
2026-12-26,Scotland,964,7.42,17.35,18-24,Medium
2026-12-27,Scotland,278,3.49,23.38,55+,High
2026-12-28,Northern Ireland,478,4.87,18.45,55+,High
2026-12-29,Wales,999,8.93,22.88,35-44,Low
2026-12-30,Wales,95,6.66,26.32,55+,Medium
2026-12-31,Wales,433,5.49,23.79,55+,High
2027-01-01,Scotland,672,5.51,26.07,55+,Medium
2027-01-02,Scotland,584,6.73,18.7,35-44,Low
2027-01-03,Northern Ireland,149,3.87,14.29,55+,Medium
2027-01-04,Scotland,182,4.62,28.47,45-54,High
2027-01-05,Scotland,818,4.65,20.45,35-44,High
2027-01-06,England,533,4.93,24.14,18-24,Medium
2027-01-07,Wales,921,5.11,23.41,45-54,High
2027-01-08,Wales,421,4.13,22.79,55+,Medium
2027-01-09,Wales,933,6.34,30.78,35-44,Medium
2027-01-10,Scotland,483,5.24,28.35,55+,Low
2027-01-11,Northern Ireland,294,4.77,21.33,35-44,Medium
2027-01-12,England,706,5.95,23.21,25-34,High
2027-01-13,Wales,561,7.54,15.1,55+,Medium
2027-01-14,England,445,2.27,20.7,35-44,High
2027-01-15,Wales,583,5.69,12.7,45-54,High
2027-01-16,Northern Ireland,450,4.58,14.59,25-34,High
2027-01-17,Scotland,437,3.3,27.69,35-44,Medium
2027-01-18,England,69,4.28,18.33,18-24,High
2027-01-19,Wales,308,2.29,20.63,18-24,Medium
2027-01-20,Northern Ireland,116,5.04,24.04,55+,Medium
2027-01-21,Scotland,510,8.35,20.58,25-34,High
2027-01-22,Scotland,1081,7.26,25.91,35-44,Medium
2027-01-23,England,394,4.62,21.5,55+,Low
2027-01-24,England,53,4.85,31.14,18-24,High
2027-01-25,Scotland,122,4.04,20.69,35-44,High
2027-01-26,Scotland,149,4.23,16.9,45-54,Low
2027-01-27,England,1115,6.23,20.11,25-34,Medium
2027-01-28,Wales,168,4.33,15.05,35-44,Low
2027-01-29,Scotland,154,7.26,21.81,55+,High
2027-01-30,England,64,7.72,23.07,45-54,Low
2027-01-31,Wales,441,5.45,18.84,45-54,Low
2027-02-01,England,287,7.71,25.66,25-34,Low
2027-02-02,England,1042,5.41,25.39,25-34,Low
2027-02-03,Scotland,1140,6.3,23.32,35-44,Medium
2027-02-04,Northern Ireland,571,3.22,30.12,25-34,High
2027-02-05,Northern Ireland,359,5.32,8.03,18-24,Medium
2027-02-06,England,1024,2.0,19.49,35-44,Medium
2027-02-07,Scotland,596,4.38,24.91,18-24,Low
2027-02-08,Scotland,354,10.28,29.88,45-54,High
2027-02-09,Northern Ireland,934,5.41,15.08,55+,Low
2027-02-10,Scotland,1154,7.06,25.48,35-44,Low
2027-02-11,England,537,6.58,28.59,25-34,Low
2027-02-12,England,591,4.46,14.55,55+,Low
2027-02-13,Wales,200,2.0,19.13,45-54,High
2027-02-14,Wales,1149,7.5,20.91,35-44,High
2027-02-15,England,1190,5.39,9.5,55+,Low
2027-02-16,Northern Ireland,473,5.72,21.63,25-34,High
2027-02-17,Northern Ireland,933,2.0,23.26,45-54,Low
2027-02-18,Wales,1087,2.0,20.02,55+,High
2027-02-19,Scotland,553,3.91,26.18,45-54,Low
2027-02-20,England,1143,4.71,16.65,35-44,High
2027-02-21,Northern Ireland,556,8.42,20.2,18-24,High
2027-02-22,Northern Ireland,1075,4.61,30.93,55+,Medium
2027-02-23,Wales,983,4.29,19.85,35-44,Medium
2027-02-24,England,414,4.07,21.29,18-24,High
2027-02-25,England,157,5.02,23.08,45-54,Medium
2027-02-26,England,100,3.13,16.91,45-54,Low
2027-02-27,Northern Ireland,848,4.23,28.28,25-34,High
2027-02-28,Scotland,693,3.03,24.24,25-34,Low
2027-03-01,Wales,337,4.65,24.5,25-34,Medium
2027-03-02,Scotland,1075,5.26,26.05,25-34,Low
2027-03-03,England,223,7.19,20.08,18-24,Medium
2027-03-04,England,552,3.35,12.94,25-34,Low
2027-03-05,Northern Ireland,80,2.34,21.67,18-24,Medium
2027-03-06,Scotland,115,5.03,12.02,18-24,Low
2027-03-07,Wales,281,3.33,19.27,18-24,Low
2027-03-08,Scotland,566,7.71,28.97,25-34,High
2027-03-09,Scotland,702,3.05,20.83,35-44,Low
2027-03-10,Wales,756,5.23,11.43,25-34,Low
2027-03-11,Wales,792,4.93,22.16,18-24,High
2027-03-12,Scotland,105,2.53,27.45,25-34,Medium
2027-03-13,Wales,925,5.47,23.44,35-44,Low
2027-03-14,Scotland,833,4.58,18.34,45-54,Medium
2027-03-15,England,268,3.78,26.53,35-44,Medium
2027-03-16,Scotland,1070,6.06,23.14,25-34,Medium
2027-03-17,Wales,992,4.15,25.37,35-44,Medium
2027-03-18,Wales,873,7.66,31.58,18-24,Low
2027-03-19,Wales,98,5.91,24.55,18-24,Low
2027-03-20,Wales,696,4.43,26.25,35-44,Low
2027-03-21,England,549,4.3,23.81,25-34,Low
2027-03-22,Scotland,148,5.42,17.87,18-24,Low
2027-03-23,Scotland,642,6.35,18.01,55+,Low
2027-03-24,Scotland,447,2.06,25.34,25-34,Low
2027-03-25,Northern Ireland,185,3.73,21.8,55+,Low
2027-03-26,Scotland,449,3.32,22.13,18-24,High
2027-03-27,Northern Ireland,117,3.65,19.5,45-54,High
2027-03-28,Scotland,469,3.57,20.07,18-24,Low
2027-03-29,England,819,3.61,15.8,55+,Medium
2027-03-30,England,776,2.0,29.57,45-54,Medium
2027-03-31,Northern Ireland,1058,6.64,29.21,55+,Medium
2027-04-01,Scotland,292,3.97,14.73,45-54,Medium
2027-04-02,Wales,490,4.75,10.27,55+,Low
2027-04-03,England,72,7.56,12.76,25-34,Medium
2027-04-04,England,85,4.2,27.07,55+,Medium
2027-04-05,Scotland,1033,4.76,15.88,25-34,Medium
2027-04-06,Scotland,794,3.7,18.48,55+,Medium
2027-04-07,England,493,6.4,19.29,18-24,High
2027-04-08,Scotland,1007,4.63,25.99,25-34,High
2027-04-09,Wales,328,6.74,21.54,45-54,Low
2027-04-10,Scotland,613,4.59,21.37,18-24,Medium
2027-04-11,Scotland,1160,5.43,30.39,18-24,Low
2027-04-12,England,1162,5.48,26.23,45-54,High
2027-04-13,England,1118,4.22,25.95,55+,Medium
2027-04-14,England,970,5.57,24.65,25-34,Medium
2027-04-15,England,105,6.66,23.99,18-24,Medium
2027-04-16,England,209,5.84,19.18,55+,High
2027-04-17,Northern Ireland,413,6.5,24.69,55+,High
2027-04-18,Scotland,1195,8.43,20.63,55+,High
2027-04-19,Northern Ireland,288,4.66,20.22,18-24,High
2027-04-20,England,977,3.3,18.32,35-44,High
2027-04-21,England,980,2.75,22.84,55+,Low
2027-04-22,Northern Ireland,111,7.32,21.63,55+,High
2027-04-23,Scotland,864,2.8,29.19,18-24,Low
2027-04-24,Wales,372,6.94,20.04,25-34,Medium
2027-04-25,England,940,8.75,19.6,18-24,High
2027-04-26,Scotland,895,7.58,22.36,18-24,Medium
2027-04-27,Northern Ireland,301,6.07,22.17,45-54,Medium
2027-04-28,Scotland,219,2.0,23.67,35-44,High
2027-04-29,Wales,589,6.76,27.12,55+,Low
2027-04-30,Scotland,260,6.28,23.48,25-34,High
2027-05-01,Scotland,941,2.44,15.44,18-24,Low
2027-05-02,England,1167,8.29,27.2,55+,Medium
2027-05-03,Wales,306,5.33,23.63,18-24,Medium
2027-05-04,Northern Ireland,382,7.92,32.11,18-24,High
2027-05-05,Northern Ireland,677,5.62,22.86,18-24,High
2027-05-06,Northern Ireland,1113,6.01,21.72,18-24,Low
2027-05-07,Northern Ireland,902,5.32,22.99,55+,High
2027-05-08,Wales,248,7.71,15.97,55+,High
2027-05-09,Wales,573,3.51,18.37,25-34,Medium
2027-05-10,Wales,913,3.47,23.24,35-44,Medium
2027-05-11,Northern Ireland,1099,2.53,26.42,55+,Medium
2027-05-12,Scotland,458,2.0,21.34,18-24,Low
2027-05-13,Wales,230,3.5,17.01,35-44,Medium
2027-05-14,England,68,6.13,15.09,25-34,High
2027-05-15,Scotland,235,5.2,17.71,18-24,High
2027-05-16,Scotland,103,4.57,23.22,25-34,Low
2027-05-17,Northern Ireland,93,6.08,17.29,25-34,Low
2027-05-18,Wales,541,7.21,19.53,55+,Medium
2027-05-19,Scotland,266,6.29,21.73,35-44,Medium
2027-05-20,Northern Ireland,305,6.23,16.64,35-44,High
2027-05-21,Wales,305,6.42,21.37,55+,High
2027-05-22,England,903,6.62,23.14,25-34,High
2027-05-23,Wales,599,8.47,25.37,18-24,High
2027-05-24,England,596,3.85,17.13,18-24,Medium
2027-05-25,Northern Ireland,1137,3.82,13.2,18-24,High
2027-05-26,Scotland,1085,6.2,26.85,25-34,Low
2027-05-27,England,576,7.36,25.66,18-24,Low
2027-05-28,Wales,1163,3.74,19.29,35-44,Low
2027-05-29,Wales,603,3.52,19.49,35-44,Medium
2027-05-30,Northern Ireland,243,3.95,26.76,35-44,High
2027-05-31,Wales,466,2.0,23.68,45-54,Low
2027-06-01,Wales,678,6.72,29.64,45-54,Medium
2027-06-02,England,64,2.05,10.03,55+,High
2027-06-03,England,382,2.0,24.77,45-54,Low
2027-06-04,England,74,5.8,21.72,55+,Low
2027-06-05,Northern Ireland,855,4.59,20.9,45-54,Low
2027-06-06,Wales,1063,5.0,18.96,45-54,Low
2027-06-07,England,1165,2.0,19.72,18-24,High
2027-06-08,Scotland,992,6.74,25.25,25-34,High
2027-06-09,Scotland,245,4.99,28.12,18-24,Medium
2027-06-10,Wales,977,4.63,21.1,18-24,Low
2027-06-11,England,967,5.35,26.18,25-34,Low
2027-06-12,Wales,1166,6.77,18.41,18-24,Medium
2027-06-13,Wales,757,6.81,19.65,25-34,Low
2027-06-14,Northern Ireland,128,3.54,23.92,45-54,High
2027-06-15,England,661,3.35,18.86,55+,Medium
2027-06-16,England,781,7.05,23.49,55+,Medium
2027-06-17,Wales,646,2.77,13.36,35-44,Medium
2027-06-18,Northern Ireland,774,5.11,29.44,25-34,High
2027-06-19,Wales,437,5.59,25.09,25-34,High
2027-06-20,Northern Ireland,264,7.14,26.22,55+,Low
2027-06-21,Scotland,1040,4.33,23.94,25-34,High
2027-06-22,Scotland,528,3.05,17.86,35-44,Low
2027-06-23,England,349,3.66,15.5,18-24,Low
2027-06-24,England,669,6.81,13.98,18-24,Low
2027-06-25,Northern Ireland,688,5.34,9.55,25-34,Medium
2027-06-26,Wales,274,4.43,23.86,45-54,Medium
2027-06-27,Scotland,1158,7.81,16.31,35-44,Medium
2027-06-28,England,1158,2.77,21.04,45-54,High
2027-06-29,England,826,5.7,24.99,55+,Low
2027-06-30,Wales,571,7.98,26.45,18-24,High
2027-07-01,England,1140,2.0,18.76,25-34,High
2027-07-02,England,421,2.0,20.13,18-24,High
2027-07-03,Northern Ireland,932,4.77,26.77,25-34,High
2027-07-04,Scotland,597,8.84,22.49,45-54,High
2027-07-05,England,582,5.4,16.82,35-44,Medium
2027-07-06,Scotland,809,4.16,22.85,25-34,High
2027-07-07,Wales,780,4.05,18.13,18-24,High
2027-07-08,Northern Ireland,648,3.39,23.5,55+,Medium
2027-07-09,England,975,4.47,24.73,25-34,Medium
2027-07-10,Scotland,520,2.94,16.64,18-24,High
2027-07-11,England,540,3.26,16.47,55+,High
2027-07-12,Wales,249,3.14,6.8,18-24,Low
2027-07-13,England,291,9.51,17.41,18-24,Medium
2027-07-14,Wales,629,5.21,22.51,18-24,High
2027-07-15,Scotland,576,4.25,17.37,45-54,Low
2027-07-16,Wales,848,2.48,20.56,25-34,Medium
2027-07-17,Northern Ireland,581,4.58,13.68,35-44,Low
2027-07-18,England,749,3.14,22.16,25-34,Medium
2027-07-19,Northern Ireland,660,4.97,24.78,35-44,High
2027-07-20,Northern Ireland,190,6.47,17.9,35-44,Medium
2027-07-21,England,1194,3.51,16.74,45-54,High
2027-07-22,Wales,75,5.7,12.79,25-34,Low
2027-07-23,England,1011,4.43,14.8,35-44,Medium
2027-07-24,Wales,940,4.76,24.57,35-44,Low
2027-07-25,England,853,2.55,7.89,45-54,Low
2027-07-26,Northern Ireland,746,5.31,18.08,25-34,High
2027-07-27,England,453,6.02,27.73,25-34,High
2027-07-28,Wales,702,3.0,15.31,45-54,Low
2027-07-29,Wales,767,5.15,27.1,18-24,Medium
2027-07-30,Northern Ireland,440,8.19,25.5,18-24,Low
2027-07-31,Wales,1193,7.49,22.18,55+,Low
2027-08-01,Scotland,904,7.21,16.79,18-24,Low
2027-08-02,Scotland,908,6.41,15.24,35-44,Medium
2027-08-03,Scotland,638,8.12,20.89,25-34,Low
2027-08-04,Wales,172,6.7,23.72,45-54,Low
2027-08-05,Northern Ireland,382,3.17,32.02,35-44,Low
2027-08-06,Scotland,600,9.51,20.86,35-44,Low
2027-08-07,Scotland,461,3.62,24.79,35-44,High
2027-08-08,Wales,565,4.41,20.05,55+,Medium
2027-08-09,Scotland,272,8.06,22.36,25-34,Medium
2027-08-10,Scotland,690,5.86,24.05,45-54,High
2027-08-11,Northern Ireland,256,4.3,21.58,35-44,Low
2027-08-12,Northern Ireland,80,2.58,15.71,55+,High
2027-08-13,Wales,952,7.28,19.1,18-24,Low
2027-08-14,Northern Ireland,99,7.52,16.08,55+,High
2027-08-15,Scotland,949,5.37,15.79,35-44,Low
2027-08-16,England,231,4.11,27.41,25-34,High
2027-08-17,England,1062,6.28,22.24,18-24,Medium
2027-08-18,Scotland,487,4.15,24.35,45-54,Medium
2027-08-19,Northern Ireland,758,5.77,23.24,25-34,Medium
2027-08-20,Wales,491,6.0,16.08,35-44,Medium
2027-08-21,Wales,470,4.91,18.48,18-24,Medium
2027-08-22,Northern Ireland,856,3.06,12.49,18-24,Medium
2027-08-23,Northern Ireland,565,6.8,24.94,55+,Low
2027-08-24,England,443,3.68,25.25,25-34,High
2027-08-25,Northern Ireland,1177,6.21,22.32,18-24,Medium
2027-08-26,England,1136,2.0,24.02,25-34,High
2027-08-27,Wales,489,6.08,24.4,45-54,High
2027-08-28,Scotland,322,2.81,24.21,25-34,High
2027-08-29,Scotland,798,3.39,25.09,35-44,High
2027-08-30,England,1093,5.52,17.28,45-54,Low
