transaction_id,meal_type,sales_amount,cost_of_goods_sold,customer_age,customer_gender,customer_income_bracket,profit,profit_margin_pct
1379,Sweet & Sour Pork,15.23,5.65,69,Female,Low,9.58,62.9
1380,Noodles,42.43,17.14,64,Non-Binary,Middle,25.29,59.6
1381,Dim Sum,35.85,32.87,27,Male,Low,2.980000000000004,8.31
1382,Dim Sum,22.61,10.27,43,Female,Middle,12.34,54.58
1383,Fried Rice,50.96,40.17,47,Male,Middle,10.79,21.17
1384,Spring Rolls,62.16,43.08,69,Male,Middle,19.08,30.69
1385,Sweet & Sour Pork,54.18,5.8,34,Non-Binary,High,48.38,89.29
1386,Hot Pot,57.14,31.23,51,Male,Low,25.91,45.34
1387,Spring Rolls,41.46,42.08,61,Non-Binary,High,-0.6199999999999974,-1.5
1388,Sweet & Sour Pork,59.99,10.57,19,Male,Middle,49.42,82.38
1389,Sweet & Sour Pork,67.0,16.54,67,Non-Binary,Middle,50.46,75.31
1390,Hot Pot,39.06,30.08,31,Non-Binary,Low,8.980000000000004,22.99
1391,Fried Rice,50.09,32.74,37,Non-Binary,Low,17.35,34.64
1392,Hot Pot,16.21,34.49,52,Male,High,-18.28,-112.77
1393,Kung Pao Chicken,48.93,20.44,59,Male,Middle,28.49,58.23
1394,Hot Pot,52.71,15.39,53,Female,Low,37.32,70.8
1395,Spring Rolls,56.97,43.8,65,Non-Binary,Middle,13.170000000000002,23.12
1396,Fried Rice,69.99,7.92,47,Female,Middle,62.06999999999999,88.68
1397,Noodles,64.11,24.72,66,Non-Binary,Middle,39.39,61.44
1398,Hot Pot,15.93,27.46,32,Non-Binary,Middle,-11.530000000000001,-72.38
1399,Noodles,39.92,30.93,40,Non-Binary,Middle,8.990000000000002,22.52
1400,Spring Rolls,45.04,44.61,62,Non-Binary,Middle,0.4299999999999997,0.95
1401,Sweet & Sour Pork,11.56,31.3,58,Female,Middle,-19.740000000000002,-170.76
1402,Sweet & Sour Pork,62.9,39.91,22,Female,Middle,22.990000000000002,36.55
1403,Noodles,69.3,30.02,38,Female,Low,39.28,56.68
1404,Dim Sum,25.71,13.7,20,Male,Middle,12.010000000000002,46.71
1405,Noodles,17.97,12.34,53,Male,Middle,5.629999999999999,31.33
1406,Noodles,66.79,43.74,64,Female,Middle,23.050000000000004,34.51
1407,Hot Pot,33.88,30.57,68,Non-Binary,High,3.3100000000000023,9.77
1408,Fried Rice,26.37,11.91,68,Non-Binary,Middle,14.46,54.84
1409,Spring Rolls,14.99,19.78,37,Non-Binary,Middle,-4.790000000000001,-31.95
1410,Sweet & Sour Pork,64.07,36.46,46,Female,High,27.609999999999992,43.09
1411,Kung Pao Chicken,14.36,27.32,25,Female,Middle,-12.96,-90.25
1412,Kung Pao Chicken,49.29,14.08,36,Female,Low,35.21,71.43
1413,Noodles,19.6,36.02,35,Male,High,-16.42,-83.78
1414,Sweet & Sour Pork,26.02,12.7,22,Female,Middle,13.32,51.19
1415,Hot Pot,53.49,19.4,56,Non-Binary,High,34.09,63.73
1416,Spring Rolls,57.34,9.43,32,Male,High,47.910000000000004,83.55
1417,Noodles,24.18,16.65,62,Non-Binary,Middle,7.530000000000001,31.14
1418,Fried Rice,23.68,36.41,58,Female,High,-12.729999999999997,-53.76
1419,Fried Rice,26.49,34.09,55,Male,Middle,-7.600000000000005,-28.69
1420,Sweet & Sour Pork,40.82,38.17,51,Male,Middle,2.6499999999999986,6.49
1421,Spring Rolls,43.5,8.0,28,Male,High,35.5,81.61
1422,Dim Sum,53.07,22.7,68,Female,High,30.37,57.23
1423,Noodles,14.5,10.61,53,Male,Middle,3.8900000000000006,26.83
1424,Noodles,46.91,11.0,53,Male,Middle,35.91,76.55
1425,Dim Sum,20.3,19.51,25,Non-Binary,High,0.7899999999999991,3.89
1426,Dim Sum,23.15,7.64,23,Non-Binary,High,15.509999999999998,67.0
1427,Noodles,9.72,7.08,18,Non-Binary,Low,2.6400000000000006,27.16
1428,Noodles,10.24,26.27,21,Non-Binary,Low,-16.03,-156.54
1429,Fried Rice,33.68,20.03,28,Female,Low,13.649999999999999,40.53
1430,Dim Sum,33.3,33.11,69,Female,Middle,0.18999999999999773,0.57
1431,Dim Sum,20.94,21.74,54,Male,Low,-0.7999999999999972,-3.82
1432,Fried Rice,68.85,21.64,59,Female,Middle,47.209999999999994,68.57
1433,Noodles,64.2,29.0,39,Female,Middle,35.2,54.83
1434,Hot Pot,48.65,40.22,29,Non-Binary,Middle,8.43,17.33
1435,Dim Sum,19.77,32.18,59,Non-Binary,Middle,-12.41,-62.77
1436,Spring Rolls,30.74,44.42,51,Female,Middle,-13.680000000000003,-44.5
1437,Hot Pot,44.2,35.07,31,Female,Low,9.130000000000003,20.66
1438,Spring Rolls,9.98,26.94,20,Male,Low,-16.96,-169.94
1439,Fried Rice,25.81,18.98,32,Female,Middle,6.829999999999998,26.46
1440,Dim Sum,22.67,15.89,68,Male,Low,6.780000000000001,29.91
1441,Hot Pot,10.86,15.78,58,Non-Binary,Low,-4.92,-45.3
1442,Noodles,35.89,9.82,24,Female,High,26.07,72.64
1443,Fried Rice,62.49,27.42,19,Male,High,35.07,56.12
1444,Spring Rolls,31.92,5.12,31,Female,Middle,26.8,83.96
1445,Dim Sum,56.86,21.99,60,Male,Middle,34.870000000000005,61.33
1446,Noodles,51.01,9.25,40,Non-Binary,Low,41.76,81.87
1447,Sweet & Sour Pork,43.03,9.36,21,Female,Middle,33.67,78.25
1448,Noodles,34.51,8.1,56,Male,Low,26.409999999999997,76.53
1449,Kung Pao Chicken,27.39,37.52,55,Female,Middle,-10.130000000000003,-36.98
1450,Hot Pot,57.3,11.65,69,Female,Middle,45.65,79.67
1451,Hot Pot,25.75,38.93,67,Female,High,-13.18,-51.18
1452,Hot Pot,9.93,40.23,30,Non-Binary,High,-30.299999999999997,-305.14
1453,Kung Pao Chicken,46.69,15.78,44,Male,Middle,30.909999999999997,66.2
1454,Noodles,69.51,20.67,30,Male,Middle,48.84,70.26
1455,Sweet & Sour Pork,53.0,26.23,45,Male,Middle,26.77,50.51
1456,Hot Pot,35.88,12.83,44,Male,Middle,23.050000000000004,64.24
1457,Dim Sum,61.34,25.78,35,Female,Low,35.56,57.97
1458,Spring Rolls,61.55,40.57,51,Non-Binary,Low,20.979999999999997,34.09
1459,Kung Pao Chicken,39.45,19.82,69,Male,Middle,19.630000000000003,49.76
1460,Fried Rice,30.56,42.03,55,Non-Binary,Middle,-11.470000000000002,-37.53
1461,Hot Pot,20.07,15.91,54,Female,Middle,4.16,20.73
1462,Fried Rice,53.21,44.14,66,Female,Middle,9.07,17.05
1463,Dim Sum,18.07,34.69,32,Non-Binary,Low,-16.619999999999997,-91.98
1464,Spring Rolls,24.07,41.48,40,Non-Binary,Middle,-17.409999999999997,-72.33
1465,Sweet & Sour Pork,46.28,4.65,26,Non-Binary,High,41.63,89.95
1466,Spring Rolls,46.45,22.89,35,Female,Low,23.560000000000002,50.72
1467,Spring Rolls,69.55,25.75,55,Female,Middle,43.8,62.98
1468,Dim Sum,14.12,40.25,25,Male,Low,-26.130000000000003,-185.06
1469,Kung Pao Chicken,47.11,36.85,48,Male,Middle,10.259999999999998,21.78
1470,Kung Pao Chicken,47.32,28.39,30,Male,Middle,18.93,40.0
1471,Spring Rolls,38.52,40.13,37,Male,Middle,-1.6099999999999994,-4.18
1472,Sweet & Sour Pork,44.77,35.62,24,Non-Binary,Low,9.150000000000006,20.44
1473,Dim Sum,48.99,9.75,53,Male,High,39.24,80.1
1474,Sweet & Sour Pork,67.18,37.27,24,Female,Low,29.910000000000004,44.52
1475,Noodles,32.99,9.68,46,Non-Binary,Middle,23.310000000000002,70.66
1476,Spring Rolls,27.74,18.94,54,Female,Middle,8.799999999999997,31.72
1477,Sweet & Sour Pork,23.69,31.27,48,Non-Binary,Low,-7.579999999999998,-32.0
1478,Noodles,12.48,33.29,21,Male,Middle,-20.81,-166.75
1479,Spring Rolls,56.55,36.75,29,Non-Binary,High,19.799999999999997,35.01
1480,Kung Pao Chicken,28.26,36.22,58,Non-Binary,Middle,-7.959999999999997,-28.17
1481,Kung Pao Chicken,41.33,41.26,56,Female,High,0.07000000000000028,0.17
1482,Hot Pot,49.11,23.97,67,Female,High,25.14,51.19
1483,Sweet & Sour Pork,28.41,31.58,44,Non-Binary,Middle,-3.169999999999998,-11.16
1484,Sweet & Sour Pork,43.42,43.75,34,Non-Binary,High,-0.3299999999999983,-0.76
1485,Kung Pao Chicken,37.34,16.73,21,Female,Low,20.610000000000003,55.2
1486,Hot Pot,21.44,13.42,50,Non-Binary,High,8.020000000000001,37.41
1487,Kung Pao Chicken,23.42,14.41,53,Male,Middle,9.010000000000002,38.47
1488,Dim Sum,59.85,32.84,19,Male,Low,27.009999999999998,45.13
1489,Spring Rolls,42.07,11.03,21,Non-Binary,Low,31.04,73.78
1490,Spring Rolls,33.08,34.78,66,Non-Binary,Middle,-1.7000000000000028,-5.14
1491,Spring Rolls,14.14,19.71,50,Female,Middle,-5.57,-39.39
1492,Fried Rice,14.57,43.59,31,Male,High,-29.020000000000003,-199.18
1493,Kung Pao Chicken,30.07,21.95,47,Male,Middle,8.120000000000001,27.0
1494,Hot Pot,47.71,5.53,43,Male,Low,42.18,88.41
1495,Noodles,15.6,12.42,22,Female,High,3.1799999999999997,20.38
1496,Dim Sum,50.11,32.9,49,Female,Middle,17.21,34.34
1497,Sweet & Sour Pork,10.28,12.6,28,Female,High,-2.3200000000000003,-22.57
1498,Fried Rice,44.61,16.73,47,Male,High,27.88,62.5
1499,Sweet & Sour Pork,30.09,11.64,24,Female,Low,18.45,61.32
1500,Noodles,10.46,38.21,22,Male,Low,-27.75,-265.3
1501,Noodles,61.0,26.07,41,Non-Binary,Middle,34.93,57.26
1502,Spring Rolls,28.35,34.55,32,Female,Middle,-6.199999999999996,-21.87
1503,Sweet & Sour Pork,67.23,42.64,46,Female,Low,24.590000000000003,36.58
1504,Kung Pao Chicken,9.38,32.29,62,Male,Middle,-22.909999999999997,-244.24
1505,Hot Pot,56.08,37.74,69,Non-Binary,Middle,18.339999999999996,32.7
1506,Hot Pot,69.19,10.0,62,Female,Middle,59.19,85.55
1507,Noodles,36.73,24.94,30,Non-Binary,Low,11.789999999999996,32.1
1508,Kung Pao Chicken,43.89,42.26,56,Female,High,1.6300000000000026,3.71
1509,Spring Rolls,46.15,16.53,66,Male,High,29.619999999999997,64.18
1510,Dim Sum,21.27,10.36,57,Male,Middle,10.91,51.29
1511,Noodles,54.34,28.19,48,Non-Binary,Low,26.150000000000002,48.12
1512,Dim Sum,58.66,41.95,63,Female,High,16.709999999999994,28.49
1513,Hot Pot,63.57,5.72,54,Female,High,57.85,91.0
1514,Hot Pot,50.71,34.06,18,Female,Low,16.65,32.83
1515,Fried Rice,16.81,39.92,58,Male,Low,-23.110000000000003,-137.48
1516,Hot Pot,14.59,38.1,63,Female,Low,-23.51,-161.14
1517,Dim Sum,31.61,20.6,58,Female,High,11.009999999999998,34.83
1518,Noodles,48.74,44.14,31,Female,High,4.600000000000001,9.44
1519,Sweet & Sour Pork,22.41,41.95,48,Male,Middle,-19.540000000000003,-87.19
1520,Hot Pot,50.06,9.39,66,Non-Binary,Low,40.67,81.24
1521,Dim Sum,41.58,30.09,47,Male,High,11.489999999999998,27.63
1522,Noodles,43.95,16.68,55,Female,High,27.270000000000003,62.05
1523,Kung Pao Chicken,45.81,15.96,22,Female,High,29.85,65.16
1524,Noodles,60.91,15.55,60,Non-Binary,Middle,45.36,74.47
1525,Sweet & Sour Pork,69.93,12.74,38,Female,High,57.190000000000005,81.78
1526,Fried Rice,13.06,33.14,25,Non-Binary,High,-20.08,-153.75
1527,Spring Rolls,62.42,18.43,35,Male,Middle,43.99,70.47
1528,Spring Rolls,68.71,23.96,59,Female,Middle,44.74999999999999,65.13
1529,Fried Rice,24.05,31.59,53,Male,Low,-7.539999999999999,-31.35
1530,Noodles,12.64,14.14,27,Male,High,-1.5,-11.87
1531,Spring Rolls,20.6,4.31,33,Female,Low,16.290000000000003,79.08
1532,Fried Rice,31.1,31.27,20,Female,Middle,-0.16999999999999815,-0.55
1533,Dim Sum,46.86,18.98,27,Non-Binary,Low,27.88,59.5
1534,Kung Pao Chicken,40.91,3.88,36,Female,Middle,37.029999999999994,90.52
1535,Fried Rice,20.76,13.0,56,Female,Low,7.760000000000002,37.38
1536,Noodles,12.93,12.55,27,Female,Middle,0.379999999999999,2.94
1537,Fried Rice,9.52,37.33,67,Female,Middle,-27.81,-292.12
1538,Dim Sum,51.8,7.23,22,Non-Binary,Middle,44.56999999999999,86.04
1539,Kung Pao Chicken,39.16,24.79,40,Male,Middle,14.369999999999997,36.7
1540,Spring Rolls,25.55,37.89,56,Female,Middle,-12.34,-48.3
1541,Dim Sum,39.47,35.4,30,Female,Middle,4.07,10.31
1542,Noodles,19.99,19.01,24,Non-Binary,High,0.9799999999999969,4.9
1543,Kung Pao Chicken,49.89,41.97,38,Male,Middle,7.920000000000002,15.87
1544,Hot Pot,30.58,35.89,58,Female,Middle,-5.310000000000002,-17.36
1545,Hot Pot,41.56,6.48,33,Female,Low,35.08,84.41
1546,Spring Rolls,28.01,41.6,31,Female,Middle,-13.59,-48.52
1547,Spring Rolls,54.66,40.92,32,Non-Binary,Middle,13.739999999999995,25.14
1548,Fried Rice,64.55,37.39,52,Female,Middle,27.159999999999997,42.08
1549,Kung Pao Chicken,33.65,34.05,46,Non-Binary,Low,-0.3999999999999986,-1.19
1550,Kung Pao Chicken,53.21,9.12,31,Female,Middle,44.09,82.86
1551,Fried Rice,28.65,24.05,65,Female,Middle,4.599999999999998,16.06
1552,Fried Rice,21.17,8.95,64,Female,Middle,12.220000000000002,57.72
1553,Noodles,15.17,13.52,49,Female,Middle,1.6500000000000004,10.88
1554,Hot Pot,49.55,29.56,33,Male,Middle,19.99,40.34
1555,Noodles,63.45,35.56,25,Female,Low,27.89,43.96
1556,Fried Rice,27.32,16.93,25,Male,High,10.39,38.03
1557,Fried Rice,35.73,9.44,46,Male,Middle,26.29,73.58
1558,Hot Pot,38.16,43.98,56,Female,Middle,-5.82,-15.25
1559,Fried Rice,22.82,11.48,43,Non-Binary,Middle,11.34,49.69
1560,Noodles,62.14,5.21,44,Male,High,56.93,91.62
1561,Fried Rice,46.33,12.04,60,Male,Low,34.29,74.01
1562,Spring Rolls,55.32,10.27,64,Female,Low,45.05,81.44
1563,Noodles,43.49,30.01,32,Non-Binary,Middle,13.48,31.0
1564,Spring Rolls,44.67,38.98,48,Female,Middle,5.690000000000005,12.74
1565,Sweet & Sour Pork,51.69,27.13,55,Male,Middle,24.56,47.51
1566,Hot Pot,67.74,39.17,37,Non-Binary,Middle,28.569999999999993,42.18
1567,Noodles,57.72,28.8,27,Non-Binary,Middle,28.919999999999998,50.1
1568,Fried Rice,49.43,7.51,19,Female,Low,41.92,84.81
1569,Hot Pot,57.07,18.57,43,Female,Low,38.5,67.46
1570,Sweet & Sour Pork,36.19,43.96,43,Female,Middle,-7.770000000000003,-21.47
1571,Fried Rice,65.27,23.32,59,Male,Middle,41.949999999999996,64.27
1572,Hot Pot,20.74,8.78,62,Male,Low,11.959999999999999,57.67
1573,Kung Pao Chicken,43.15,6.58,33,Male,High,36.57,84.75
1574,Hot Pot,64.63,29.2,58,Male,Middle,35.42999999999999,54.82
1575,Noodles,14.75,39.38,28,Non-Binary,High,-24.630000000000003,-166.98
1576,Noodles,21.12,31.31,55,Non-Binary,Middle,-10.189999999999998,-48.25
1577,Kung Pao Chicken,35.76,40.99,57,Male,Middle,-5.230000000000004,-14.63
1578,Dim Sum,64.28,20.02,46,Male,High,44.260000000000005,68.86
1579,Sweet & Sour Pork,31.73,10.74,64,Male,Low,20.990000000000002,66.15
1580,Fried Rice,35.57,20.9,45,Female,Low,14.670000000000002,41.24
1581,Fried Rice,14.27,27.57,60,Female,Low,-13.3,-93.2
1582,Dim Sum,68.5,20.6,31,Female,High,47.9,69.93
1583,Spring Rolls,55.83,42.47,19,Male,Middle,13.36,23.93
1584,Fried Rice,46.37,19.77,37,Female,High,26.599999999999998,57.36
1585,Sweet & Sour Pork,49.0,13.76,54,Non-Binary,Middle,35.24,71.92
1586,Fried Rice,47.54,12.18,45,Female,High,35.36,74.38
1587,Fried Rice,59.04,38.32,46,Female,Middle,20.72,35.09
1588,Kung Pao Chicken,35.72,27.24,55,Female,Low,8.48,23.74
1589,Hot Pot,65.11,27.83,40,Female,Low,37.28,57.26
1590,Noodles,23.35,17.43,40,Male,Low,5.920000000000002,25.35
1591,Sweet & Sour Pork,20.65,27.46,43,Non-Binary,Middle,-6.810000000000002,-32.98
1592,Hot Pot,60.71,15.03,46,Female,Middle,45.68,75.24
1593,Dim Sum,30.94,3.4,53,Male,High,27.540000000000003,89.01
1594,Sweet & Sour Pork,26.47,36.99,48,Non-Binary,Low,-10.520000000000003,-39.74
1595,Fried Rice,16.64,30.86,22,Female,Middle,-14.219999999999999,-85.46
1596,Hot Pot,59.23,21.31,67,Non-Binary,High,37.92,64.02
1597,Sweet & Sour Pork,60.35,17.52,34,Male,Low,42.83,70.97
1598,Kung Pao Chicken,50.25,22.81,29,Female,High,27.44,54.61
1599,Noodles,58.52,42.67,27,Female,High,15.850000000000001,27.08
1600,Kung Pao Chicken,61.04,11.35,45,Male,Middle,49.69,81.41
1601,Kung Pao Chicken,10.42,34.08,24,Male,Middle,-23.659999999999997,-227.06
1602,Hot Pot,42.27,32.36,66,Male,High,9.910000000000004,23.44
1603,Dim Sum,57.26,33.68,41,Female,High,23.58,41.18
1604,Spring Rolls,60.99,18.97,35,Male,Middle,42.02,68.9
1605,Fried Rice,48.7,6.56,33,Male,Middle,42.14,86.53
1606,Hot Pot,32.14,33.39,37,Male,Middle,-1.25,-3.89
1607,Hot Pot,52.67,31.37,32,Female,High,21.3,40.44
1608,Sweet & Sour Pork,52.05,42.52,39,Male,Middle,9.529999999999994,18.31
1609,Kung Pao Chicken,18.68,38.66,61,Female,Middle,-19.979999999999997,-106.96
1610,Kung Pao Chicken,23.65,31.98,45,Female,Middle,-8.330000000000002,-35.22
1611,Hot Pot,35.99,19.89,69,Non-Binary,High,16.1,44.73
1612,Fried Rice,63.66,30.64,59,Non-Binary,Low,33.019999999999996,51.87
1613,Hot Pot,29.68,23.09,27,Non-Binary,Low,6.59,22.2
1614,Hot Pot,36.23,23.28,60,Female,Middle,12.949999999999996,35.74
1615,Noodles,47.43,21.31,22,Non-Binary,Middle,26.12,55.07
1616,Hot Pot,50.61,29.5,25,Male,Middle,21.11,41.71
1617,Noodles,25.91,19.36,63,Female,Low,6.550000000000001,25.28
1618,Noodles,12.57,6.51,64,Non-Binary,Low,6.0600000000000005,48.21
1619,Noodles,61.97,22.57,39,Non-Binary,Middle,39.4,63.58
1620,Noodles,11.74,14.67,29,Female,High,-2.9299999999999997,-24.96
1621,Sweet & Sour Pork,66.83,20.81,34,Male,Low,46.019999999999996,68.86
1622,Sweet & Sour Pork,27.17,19.32,69,Non-Binary,Low,7.850000000000001,28.89
1623,Spring Rolls,26.29,35.22,61,Male,Middle,-8.93,-33.97
1624,Hot Pot,30.07,44.24,63,Female,Low,-14.170000000000002,-47.12
1625,Kung Pao Chicken,11.87,11.33,64,Male,Middle,0.5399999999999991,4.55
1626,Noodles,52.96,14.16,60,Non-Binary,High,38.8,73.26
1627,Sweet & Sour Pork,48.65,6.01,43,Female,Low,42.64,87.65
1628,Kung Pao Chicken,18.08,37.25,48,Non-Binary,High,-19.17,-106.03
1629,Sweet & Sour Pork,17.5,20.14,36,Non-Binary,Middle,-2.6400000000000006,-15.09
1630,Dim Sum,50.73,5.9,63,Female,Low,44.83,88.37
1631,Sweet & Sour Pork,65.77,40.17,44,Non-Binary,Middle,25.599999999999994,38.92
1632,Dim Sum,29.01,23.65,28,Non-Binary,Middle,5.360000000000003,18.48
1633,Hot Pot,57.47,41.7,41,Male,Middle,15.769999999999996,27.44
1634,Hot Pot,40.89,11.35,65,Non-Binary,Middle,29.54,72.24
1635,Spring Rolls,13.44,22.56,45,Non-Binary,Middle,-9.12,-67.86
1636,Hot Pot,9.18,12.23,67,Non-Binary,Middle,-3.0500000000000007,-33.22
1637,Kung Pao Chicken,56.23,27.43,42,Female,Middle,28.799999999999997,51.22
1638,Kung Pao Chicken,60.15,42.54,37,Male,High,17.61,29.28
1639,Noodles,40.58,33.81,64,Female,Middle,6.769999999999996,16.68
1640,Noodles,43.63,17.94,53,Non-Binary,High,25.69,58.88
1641,Kung Pao Chicken,37.41,25.98,53,Male,Middle,11.429999999999996,30.55
1642,Kung Pao Chicken,21.32,10.24,25,Male,Middle,11.08,51.97
1643,Dim Sum,47.4,22.44,30,Female,Low,24.959999999999997,52.66
1644,Hot Pot,31.56,26.74,58,Female,Middle,4.82,15.27
1645,Spring Rolls,18.98,42.4,56,Female,Low,-23.419999999999998,-123.39
1646,Kung Pao Chicken,31.4,35.06,30,Female,Middle,-3.6600000000000037,-11.66
1647,Spring Rolls,45.29,36.29,68,Female,High,9.0,19.87
1648,Hot Pot,9.97,23.31,68,Female,Middle,-13.339999999999998,-133.8
1649,Sweet & Sour Pork,67.64,21.36,31,Male,Middle,46.28,68.42
1650,Dim Sum,34.39,17.03,34,Non-Binary,Middle,17.36,50.48
1651,Kung Pao Chicken,38.23,5.16,33,Male,Low,33.06999999999999,86.5
1652,Spring Rolls,38.21,15.19,50,Female,Low,23.020000000000003,60.25
1653,Fried Rice,21.45,11.53,42,Non-Binary,Low,9.92,46.25
1654,Sweet & Sour Pork,37.87,25.05,45,Female,Low,12.819999999999997,33.85
1655,Fried Rice,31.95,31.15,29,Female,Low,0.8000000000000007,2.5
1656,Spring Rolls,28.25,37.01,48,Non-Binary,Middle,-8.759999999999998,-31.01
1657,Noodles,46.68,23.04,24,Male,High,23.64,50.64
1658,Noodles,47.07,42.94,54,Non-Binary,Middle,4.130000000000003,8.77
1659,Spring Rolls,37.01,21.87,61,Non-Binary,High,15.139999999999997,40.91
1660,Sweet & Sour Pork,61.31,32.76,38,Female,Low,28.550000000000004,46.57
1661,Sweet & Sour Pork,40.74,6.76,29,Male,Low,33.980000000000004,83.41
1662,Noodles,57.5,12.03,60,Female,Middle,45.47,79.08
1663,Sweet & Sour Pork,40.96,26.74,33,Male,Low,14.220000000000002,34.72
1664,Fried Rice,36.06,11.15,25,Non-Binary,Middle,24.910000000000004,69.08
1665,Noodles,56.78,35.8,67,Non-Binary,Middle,20.980000000000004,36.95
1666,Sweet & Sour Pork,41.82,21.08,30,Female,Middle,20.740000000000002,49.59
1667,Hot Pot,65.93,8.67,42,Male,Low,57.260000000000005,86.85
1668,Kung Pao Chicken,53.23,35.34,50,Non-Binary,Low,17.889999999999993,33.61
1669,Sweet & Sour Pork,62.13,37.34,66,Non-Binary,Low,24.79,39.9
1670,Dim Sum,49.99,6.1,38,Female,Middle,43.89,87.8
1671,Hot Pot,49.93,14.65,19,Male,Middle,35.28,70.66
1672,Dim Sum,32.2,32.97,46,Non-Binary,Middle,-0.769999999999996,-2.39
1673,Hot Pot,58.16,36.67,68,Female,High,21.489999999999995,36.95
1674,Hot Pot,63.45,8.93,26,Male,Middle,54.52,85.93
1675,Kung Pao Chicken,28.3,42.55,52,Non-Binary,Middle,-14.249999999999996,-50.35
1676,Dim Sum,15.06,41.57,55,Female,Middle,-26.509999999999998,-176.03
1677,Noodles,9.35,13.5,66,Female,High,-4.15,-44.39
1678,Spring Rolls,18.19,32.13,68,Non-Binary,Middle,-13.940000000000001,-76.64
1679,Spring Rolls,30.5,36.0,21,Female,High,-5.5,-18.03
1680,Spring Rolls,16.55,10.74,18,Female,Low,5.8100000000000005,35.11
1681,Hot Pot,25.84,33.24,61,Female,High,-7.400000000000002,-28.64
1682,Spring Rolls,46.79,42.17,31,Female,High,4.619999999999997,9.87
1683,Hot Pot,15.51,27.35,68,Female,Middle,-11.840000000000002,-76.34
1684,Fried Rice,40.69,33.25,37,Non-Binary,Low,7.439999999999998,18.28
1685,Dim Sum,62.0,15.52,21,Non-Binary,Middle,46.480000000000004,74.97
1686,Dim Sum,18.19,33.99,33,Female,Middle,-15.8,-86.86
1687,Hot Pot,8.65,3.63,46,Female,Middle,5.0200000000000005,58.03
1688,Kung Pao Chicken,49.99,8.59,56,Male,High,41.400000000000006,82.82
1689,Dim Sum,10.14,11.92,37,Non-Binary,Low,-1.7799999999999994,-17.55
1690,Spring Rolls,51.67,22.07,59,Female,Middle,29.6,57.29
1691,Kung Pao Chicken,47.15,30.9,44,Male,High,16.25,34.46
1692,Noodles,11.8,7.36,33,Male,Middle,4.44,37.63
1693,Sweet & Sour Pork,51.72,22.97,42,Male,Low,28.75,55.59
1694,Fried Rice,53.17,29.84,58,Non-Binary,Middle,23.330000000000002,43.88
1695,Fried Rice,40.04,22.57,69,Male,Low,17.47,43.63
1696,Sweet & Sour Pork,69.82,29.41,61,Male,Low,40.41,57.88
1697,Spring Rolls,19.92,36.56,23,Female,Low,-16.64,-83.53
1698,Hot Pot,58.58,8.75,52,Male,Middle,49.83,85.06
1699,Kung Pao Chicken,48.37,39.85,60,Female,Low,8.519999999999996,17.61
1700,Dim Sum,11.6,37.74,66,Male,Middle,-26.14,-225.34
1701,Hot Pot,58.01,11.72,36,Male,High,46.29,79.8
1702,Spring Rolls,42.69,23.39,29,Non-Binary,Middle,19.299999999999997,45.21
1703,Fried Rice,23.65,27.23,26,Male,Middle,-3.580000000000002,-15.14
1704,Noodles,66.14,30.06,28,Female,High,36.08,54.55
1705,Sweet & Sour Pork,47.6,21.61,27,Male,Low,25.990000000000002,54.6
1706,Fried Rice,32.94,14.38,55,Female,Middle,18.559999999999995,56.34
1707,Noodles,57.13,43.19,50,Male,Middle,13.940000000000005,24.4
1708,Sweet & Sour Pork,42.11,15.62,18,Female,High,26.490000000000002,62.91
1709,Noodles,51.32,14.24,36,Male,Middle,37.08,72.25
1710,Sweet & Sour Pork,63.83,24.33,57,Male,Middle,39.5,61.88
1711,Hot Pot,65.72,29.63,50,Non-Binary,Middle,36.09,54.91
1712,Spring Rolls,16.6,35.22,67,Female,Middle,-18.619999999999997,-112.17
1713,Hot Pot,44.3,33.37,21,Female,Middle,10.93,24.67
1714,Noodles,31.97,19.2,20,Non-Binary,Middle,12.77,39.94
1715,Kung Pao Chicken,36.65,11.86,49,Female,Middle,24.79,67.64
1716,Hot Pot,10.73,9.02,40,Non-Binary,Middle,1.7100000000000009,15.94
1717,Sweet & Sour Pork,16.13,26.29,28,Non-Binary,High,-10.16,-62.99
1718,Sweet & Sour Pork,59.39,5.64,55,Female,Middle,53.75,90.5
1719,Hot Pot,56.27,38.96,65,Male,Low,17.310000000000002,30.76
1720,Sweet & Sour Pork,18.14,38.54,43,Female,Middle,-20.4,-112.46
1721,Kung Pao Chicken,51.88,40.95,52,Male,Middle,10.93,21.07
1722,Spring Rolls,39.02,32.92,49,Female,Low,6.100000000000001,15.63
1723,Noodles,63.69,22.63,44,Male,Middle,41.06,64.47
1724,Spring Rolls,32.28,26.65,23,Male,Middle,5.630000000000003,17.44
1725,Sweet & Sour Pork,27.09,11.94,62,Female,Low,15.15,55.92
1726,Dim Sum,9.63,15.56,24,Female,Middle,-5.93,-61.58
1727,Kung Pao Chicken,23.26,17.07,43,Female,Low,6.190000000000001,26.61
1728,Spring Rolls,8.52,24.75,37,Male,Middle,-16.23,-190.49
1729,Kung Pao Chicken,37.48,37.3,65,Non-Binary,High,0.17999999999999972,0.48
1730,Hot Pot,26.52,42.42,33,Male,Low,-15.900000000000002,-59.95
1731,Sweet & Sour Pork,33.79,34.97,59,Female,Middle,-1.1799999999999997,-3.49
1732,Dim Sum,18.69,35.24,37,Male,Low,-16.55,-88.55
